compound_id,base_rdkit_smiles,relation,avg_pKi
CHEMBL1224401,CC(C)(C)CCC1(C(=O)c2cc(F)c(Cl)c(Cl)c2)CCNC1,,8.0
CHEMBL1224321,CC(C)(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,9.149993039103236
CHEMBL1224238,CC(C)(C)CCC1(C(=O)c2cc3ccccc3[nH]2)CCNC1,,8.599980364934842
CHEMBL1224237,CC(C)(C)CCC1(C(=O)c2cc3ccccc3s2)CCNC1,,8.899974269892137
CHEMBL1224400,CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCNC1,,8.299989231585883
CHEMBL1224316,CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)n2)CCNC1,,8.0
CHEMBL1224317,CC(C)(C)CCC1(C(=O)c2ccc(N)c(Cl)c2)CCNC1,,8.500038134403809
CHEMBL1224094,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,8.500038134403809
CHEMBL1224319,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCNC1,,8.100015437450608
CHEMBL1224239,CC(C)(C)CCC1(C(=O)c2ccc3ccccc3n2)CCNC1,,8.400007822415901
CHEMBL1224318,CC(C)(C)CCC1(C(=O)c2cnc(N)c(Cl)c2)CCNC1,,7.199970640755866
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,6.5638373529592435
CHEMBL208420,CC(C)(C)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1,,6.795880017344075
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,4.55462935117242
CHEMBL567479,CC(C)(C)NC(CCC1CCCCC1)C(=O)c1cccc(Cl)c1,,5.769551078621726
CHEMBL566193,CC(C)(C)NC1CCc2ccc(Cl)cc2C1=O,<,5.0
CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.658927461813084
CHEMBL145940,CC(C)(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.0054976921507315
CHEMBL4558518,CC(C)(C)OC(=O)N1CCCC1CNC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,,5.0
CHEMBL4777443,CC(C)(C)OC(=O)N1CCCC1CN[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,<,5.0
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,7.105683937315561
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,6.692503962086787
CHEMBL447750,CC(C)(C)c1ccc(C2CCC(CN)O2)cc1,<,5.0
CHEMBL1818462,CC(C)(C)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,,8.199970640755867
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,,5.684659523372711
CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,4.820793023844512
CHEMBL476954,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,,6.1938200260161125
CHEMBL476116,CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,5.42712839779952
CHEMBL476942,CC(C)C(=O)N(Cc1ccccc1C(C)C)[C@H]1CCNC1,,5.467245621007502
CHEMBL450435,CC(C)C(=O)N(Cc1ccccc1C1CC1)[C@H]1CCNC1,,5.534617148551582
CHEMBL478833,CC(C)C(=O)N(Cc1ccccc1Oc1ccccc1)[C@H]1CCNC1,,5.455931955649724
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,,6.69149982943955
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,6.29929628285498
CHEMBL565594,CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,6.853871964321762
CHEMBL3946788,CC(C)CC(NCCCC(N)=O)C1(c2ccc(Cl)c(Cl)c2)CCC1,,8.823908740944319
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,,5.212131365172006
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,8.254319153082864
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,,7.7685016939859715
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,,7.2827155479829
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,,7.642835120127383
CHEMBL1224490,CC(C)CC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,8.200002187564248
CHEMBL1224090,CC(C)CC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,,8.500038134403809
CHEMBL1224093,CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,8.199970640755867
CHEMBL1172526,CC(C)CC1CNCCN1c1ccc2[nH]ncc2c1,,7.79997073344623
CHEMBL1224320,CC(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,8.899985366723115
CHEMBL1078741,CC(C)CN(C(=O)c1cc(Cl)cc(Cl)c1)[C@H]1CCNC1,,5.512861624522813
CHEMBL1077647,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,,5.614393726401688
CHEMBL1078742,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,,6.366531544420414
CHEMBL1079265,CC(C)CN(C(=O)c1ccc(Cl)cc1Cl)[C@H]1CCNC1,,5.619788758288394
CHEMBL1078076,CC(C)CN(C(=O)c1ccc(F)cc1Cl)[C@H]1CCNC1,,5.5951662833800615
CHEMBL1077638,CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1,,5.684029654543083
CHEMBL1078743,CC(C)CN(C(=O)c1cccc(Cl)c1)[C@H]1CCNC1,,5.876148359032914
CHEMBL1078170,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@@H]1CCNC1,,5.510041520575165
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,6.2644011003018205
CHEMBL1078073,CC(C)CN(C(=O)c1cccc(Cl)c1F)[C@H]1CCNC1,,5.59176003468815
CHEMBL1078164,CC(C)CN(C(=O)c1cccc(F)c1Cl)[C@H]1CCNC1,,5.6252516539898965
CHEMBL564071,CC(C)CN(C(=O)c1ccccc1-c1ccccc1)[C@H]1CCNC1,<,5.0
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,,5.444905551421681
CHEMBL558651,CC(C)CN(C(=O)c1ccccc1Oc1ccccc1)[C@H]1CCNC1,<,5.0
CHEMBL208232,CC(C)CN(Cc1ccc(C(F)(F)F)cc1F)C1CCNCC1,,6.920818753952375
CHEMBL207860,CC(C)CN(Cc1ccc(Cl)cc1Cl)C1CCNCC1,,6.638272163982407
CHEMBL207719,CC(C)CN(Cc1ccc(F)cc1)C1CCNCC1,,6.698970004336019
CHEMBL441358,CC(C)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,6.721246399047171
CHEMBL207807,CC(C)CN(Cc1ccc(F)cc1F)C1CCNCC1,,6.236572006437063
CHEMBL425589,CC(C)CN(Cc1cccc(C#N)c1)C1CCNCC1,,6.696803942579511
CHEMBL208444,CC(C)CN(Cc1cccc(F)c1)C1CCNCC1,,7.062983892535186
CHEMBL380890,CC(C)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1,,6.6777807052660805
CHEMBL208251,CC(C)CN(Cc1ccccc1Cl)C1CCNCC1,,7.080921907623926
CHEMBL207886,CC(C)CN(Cc1ccccc1F)C1CCNCC1,,6.481486060122113
CHEMBL555121,CC(C)N(C(=O)c1ccccc1C(F)(F)F)[C@H]1CCNC1,<,5.0
CHEMBL356981,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.732986946971932
CHEMBL344110,CC(C)N(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.092609927127097
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,5.361810359809163
CHEMBL565397,CC(C)NC(C)C(=O)c1cccc(Cl)c1,,5.400116927926312
CHEMBL359025,CC(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,7.3936399227910785
CHEMBL424496,CC(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.100329725273209
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,,5.163739197141513
CHEMBL401069,CC(C)OC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CCC1,,5.585026652029182
CHEMBL345689,CC(C)OC(=O)C1C2CCC(C[C@@H]1c1ccc(Cl)cc1)CN2C,,9.045757490560675
CHEMBL477783,CC(C)OC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,5.696803942579511
CHEMBL1945127,CC(C)OC(=O)[C@@H]1[C@@H](OC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@H]2CC[C@@H]1N2C,,7.510041520575165
CHEMBL1945781,CC(C)OC(=O)[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,,7.739928612014925
CHEMBL1224091,CC(C)OCC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,,8.500038134403809
CHEMBL596805,CC(C)OCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,,8.199970640755867
CHEMBL605209,CC(C)OC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,,8.299988937677888
CHEMBL602235,CC(C)OC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,,7.350006545761326
CHEMBL4753189,CC(C)Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,<,5.0
CHEMBL1083405,CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,<,5.5003129173815966
CHEMBL478835,CC(C)S(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,5.568636235841013
CHEMBL429015,CC(C)[C@@H](N)CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,,6.983831670077132
CHEMBL570781,CC(C)c1ccccc1C(=O)N(C1CCC1)[C@H]1CCNC1,<,5.0
CHEMBL550401,CC(C)c1ccccc1C(=O)N(C1CCCC1)[C@H]1CCNC1,<,5.0
CHEMBL571443,CC(C)c1ccccc1C(=O)N(CC1CC1)[C@H]1CCNC1,<,5.0
CHEMBL559319,CC(C)c1ccccc1C(=O)N(CC1CCC1)[C@@H]1CCNC1,<,5.5003129173815966
CHEMBL556093,CC(C)c1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,,5.690369832574101
CHEMBL550402,CC(C)c1ccccc1C(=O)N(CC1CCCC1)[C@H]1CCNC1,,5.459670525209126
CHEMBL1818545,CC(C)c1nnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,,7.599980364934842
CHEMBL1818544,CC(C)c1nnnn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,,7.199970640755866
CHEMBL3704753,CC(CCNCCCC(N)=O)CC1(c2ccc(Cl)c(Cl)c2)CCC1,,8.823908740944319
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,,6.910094888560602
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,5.893809102736585
CHEMBL567481,CC(CNC(C)(C)C)C(=O)c1cccc(Cl)c1,<,5.0
CHEMBL511718,CC(Cc1ccccc1)CN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,7.769551078621726
CHEMBL1255834,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,,5.671009144550571
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,,5.521960965820429
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,,5.615288257061717
CHEMBL578611,CC(NC(C)(C)C)C(=O)c1cc(Cl)cc(Cl)c1,<,5.0
CHEMBL577501,CC(NC(C)(C)C)C(=O)c1cc(F)cc(F)c1,,5.247183568811729
CHEMBL566001,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,,5.717151397165355
CHEMBL568140,CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,,6.3260580013659125
CHEMBL566000,CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,,5.6585654754218595
CHEMBL578610,CC(NC(C)(C)C)C(=O)c1ccc(F)c(F)c1,<,5.0
CHEMBL1946574,CC(NC(C)(C)C)C(=O)c1ccc(N=[N+]=[N-])c(I)c1,,5.512720183556931
CHEMBL565396,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1,,5.376750709602099
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,6.166996185668954
CHEMBL576063,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,,5.345823458122039
CHEMBL569699,CC(NC(C)(C)C)C(=O)c1ccccc1,,5.24184537803261
CHEMBL565386,CC(NC(C)(C)C)C(=O)c1cccs1,<,5.0
CHEMBL157455,CC(NC(C)(C)C)C(O)c1ccccc1,<,5.0
CHEMBL569700,CC(NC1CC1)C(=O)c1cccc(Cl)c1,,5.939302159646388
CHEMBL566418,CC(NC1CCC1)C(=O)c1cccc(Cl)c1,,6.464705879957229
CHEMBL566618,CC(NC1CCCC1)C(=O)c1cccc(Cl)c1,,5.657577319177793
CHEMBL512636,CC(O)(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,,8.397940008672037
CHEMBL469165,CC(O)(CCN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,,8.154901959985743
CHEMBL468376,CC(O)(Cc1ccccc1)CN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,7.2441251443275085
CHEMBL512280,CC(O)(Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,6.823908740944319
CHEMBL3916231,CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,6.847324315276689
CHEMBL3931765,CC(O)CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,5.84138632541179
CHEMBL4636778,CC(O)CN1[C@H](C)CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C,,7.117165722620493
CHEMBL4634776,CC(O)CN1[C@H](C)CN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C,,6.324767444346803
CHEMBL577294,CC(O)COC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8COCC(C)O)O[C@@H]7COCC(C)O)O[C@@H]6COCC(C)O)O[C@@H]5COCC(C)O)O[C@@H]4COCC(C)O)O[C@@H]3COCC(C)O,,5.872571222148401
CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,,6.015999954645336
CHEMBL561599,CC(c1ccccc1)N(c1ccc2[nH]ccc2c1)C1CCNCC1,,5.800000874803203
CHEMBL2177497,CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccc(C#N)cc2)C1,<,5.0
CHEMBL2180074,CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccc(F)cc2)C1,,5.920818753952375
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,,6.070070439915412
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,5.835052627378158
CHEMBL5201983,CC1(C)CN([C@@H]2C[C@@H](c3ccccc3)c3ccc(Cl)cc32)CCN1,,6.292429823902063
CHEMBL463388,CC1(c2ccc3[nH]ccc3c2)CCNC1,,6.259637310505756
CHEMBL4514672,CC1=NC2(CCN(C)CC2)C(=O)N(c2c(C)cccc2C)C1=O,,5.591420874591332
CHEMBL567482,CC1C(=O)c2cc(Cl)ccc2CN1C(C)(C)C,<,5.0
CHEMBL3954574,CC1NOC(C)C1c1ccc2c(c1)CN(C)CC2c1ccc2ccccc2c1,,6.982966660701219
CHEMBL5078669,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)CC1,>,4.301029995663981
