molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Ki,'=',1394.0,nM
CHEMBL2206535,Cc1ccc(C2CN(C)Cc3cc(C)ccc32)cc1,Ki,'=',15.0,nM
CHEMBL2206532,COc1ccc2c(c1)CN(C)CC2c1cccc(C)c1,Ki,'=',7.3,nM
CHEMBL2206531,COc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1,Ki,'=',9.0,nM
CHEMBL2206527,Cc1cc(C2CN(C)Cc3ccccc32)ccc1F,Ki,'=',13.5,nM
CHEMBL2206523,CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,Ki,'=',28.0,nM
CHEMBL400964,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,Ki,'=',6450.0,nM
CHEMBL2206522,Cc1cccc2c1C(c1ccccc1)CN(C)C2,Ki,'=',806.0,nM
CHEMBL2206519,CCOc1ccc2c(c1)CN(C)CC2c1ccccc1,Ki,'=',115.0,nM
CHEMBL323678,COc1ccc2cc([C@H]3C4CCC(C4)[C@@H]3CN(C)C)ccc2c1,Ki,'=',68.0,nM
CHEMBL511603,Cc1nc(C#Cc2cc(F)cc(-c3cccnc3)c2)cs1,Ki,'>',6000.0,nM
CHEMBL493568,Cc1cccc(NC(=O)c2ccc(-c3cccc(F)c3)c(C#N)c2)n1,Ki,'>',6000.0,nM
CHEMBL207712,O[C@](Cc1ccccc1)(c1ccccc1)[C@@H]1CNCCO1,Ki,'=',148.0,nM
CHEMBL258291,CCCc1ccccc1Oc1cc(C)ncc1CN(C)C,Ki,'=',159.0,nM
CHEMBL258292,CCCc1ccccc1Oc1cc(C)ncc1CNC,Ki,'=',438.0,nM
CHEMBL440584,CNCc1cnc(C)cc1Oc1ccccc1Cl,Ki,'=',255.0,nM
CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',150.0,nM
CHEMBL205025,O=C(O)C(=O)O.O[C@@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,Ki,'=',440.0,nM
CHEMBL3085031,O=C(CCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2)Nc1ccccc1,Ki,'=',2470.0,nM
CHEMBL597134,Fc1cccc(Cl)c1Oc1ncccc1C1CCNCC1,Ki,'=',33.0,nM
CHEMBL608704,CN1C2CCC1[C@@H](C(=O)Nc1ccc(NC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)cc1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',5400.0,nM
CHEMBL1079264,O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,Ki,'=',11.0,nM
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,Ki,'=',65.0,nM
CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'=',1400.0,nM
CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'>',9200.0,nM
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,Ki,'>',10000000.0,nM
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',13.0,nM
CHEMBL356981,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',420.0,nM
