,chembl,smile,pAct,relationship
1824,None_CHEMBL2449506,Cc1cccc(N2CCN(C[C@@H](O)COc3ccc(C(=O)CCc4cccc5ccccc45)cc3)CC2)c1C,6.32,=
1825,None_CHEMBL2449507,O=C(CCc1cccc2ccccc12)c1ccc(OC[C@H](O)CN2CCN(c3ccc(F)cc3)CC2)cc1,6.26,=
1826,None_CHEMBL2449508,Cc1ccccc1N1CCN(C[C@@H](O)COc2ccc(C(=O)CCc3cccc4ccccc34)cc2)CC1,6.39,=
1827,None_CHEMBL2449509,Cc1cccc(N2CCN(C[C@@H](O)COc3cccc(C(=O)CCc4cccc5ccccc45)c3)CC2)c1C,6.58,=
1828,None_CHEMBL2449510,CC(C)N(C[C@@H](O)COc1ccc(C(=O)c2ccccc2)cc1)C(C)C,6.36,=
1829,None_CHEMBL2449511,O=C(c1ccccc1)c1cccc(OC[C@H](O)CN2CCOCC2)c1,4.94,=
1830,None_CHEMBL2449512,O=C(CCc1cccc2ccccc12)c1ccc(OC[C@H](O)CN2CCCCC2)cc1,6.58,=
1831,None_CHEMBL2449513,CC(C)N(C[C@@H](O)COc1ccc(C(=O)CCc2cccc3ccccc23)cc1)C(C)C,6.94,=
1832,None_CHEMBL2449514,O=C(CCc1cccc2ccccc12)c1cccc(OC[C@H](O)CN2CCOCC2)c1,6.2,=
1833,None_CHEMBL2449515,O=C(CCc1cccc2ccccc12)c1cccc(OC[C@H](O)CN2CCCCC2)c1,6.84,=
1834,None_CHEMBL2449516,CC(C)N(C[C@@H](O)COc1cccc(C(=O)CCc2cccc3ccccc23)c1)C(C)C,7.23,=
1835,None_CHEMBL2449517,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CN(C(C)C)C(C)C,4.8,=
1836,None_CHEMBL2449518,Cc1ccccc1N1CCN(C[C@@H](O)Cn2c(C)c(C(=O)c3ccccc3)c(=O)n2-c2ccccc2)CC1,6.05,=
1837,None_CHEMBL2449519,Cc1c(C(=O)c2ccccc2)c(=O)n(C)n1C[C@H](O)CN(C(C)C)C(C)C,4.62,=
1838,None_CHEMBL2449520,Cc1nn(C)c(OC[C@H](O)CN(C(C)C)C(C)C)c1C(=O)c1ccccc1,5.92,=
1839,None_CHEMBL2449521,Cc1c([C@H](O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CN(C(C)C)C(C)C,4.62,=
1840,None_CHEMBL2449522,CCC/N=C(/CCc1ccccc1)[C@H]1C(=O)N(c2ccccc2)N=C1C,5.43,=
1841,None_CHEMBL2449523,CCCNC[C@@H](O)Cn1c(C)c(C(=O)CCc2ccccc2)c(=O)n1-c1ccccc1,5.2,=
1842,None_CHEMBL2449525,Cc1c(C(=O)CCc2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CNC(C)C,4.93,=
1843,None_CHEMBL2449526,Cc1c(C(=O)CCc2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CNC(C)(C)C,5.11,=
1844,None_CHEMBL2449527,CCCCNC[C@@H](O)Cn1c(C)c(C(=O)CCc2ccccc2)c(=O)n1-c1ccccc1,5.57,=
1845,None_CHEMBL2449528,Cc1c(C(=O)c2cccs2)c(=O)n(-c2ccccc2)n1C[C@H](O)CNC(C)(C)C,4.14,=
1846,None_CHEMBL2449530,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CNC(C)C,4.08,=
1847,None_CHEMBL2449531,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CNC(C)(C)C,4.09,=
1848,None_CHEMBL2449532,CCCNC[C@@H](O)Cn1c(C)c(C(=O)c2cccs2)c(=O)n1-c1ccccc1,4.02,=
1849,None_CHEMBL2449533,CCCNC[C@@H](O)COc1ccsc1C(=O)CCc1ccccc1,6.09,=
1850,None_CHEMBL427566,CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCN(Cc3ccccc3)CC2)[C@H]1O,6.07,=
1851,None_CHEMBL2449534,CN1CCO[C@@H]2[C@@H]1c1cc(C#N)ccc1OC2(C)C,4.21,=
1852,None_CHEMBL2449535,CC1(C)Oc2ccc(C#N)cc2[C@H]2[C@H]1OCCN2Cc1ccccc1,4.71,=
1853,None_CHEMBL57230,CC(C)(C)OC(=O)CN[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,4.33,=
1854,None_CHEMBL293312,CC(C)(C)OC(=O)CN(Cc1ccccc1)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,5.7,=
1855,None_CHEMBL2449536,CN(CCO)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,4.01,=
1856,None_CHEMBL2449537,CC1(C)Oc2ccc(C#N)cc2[C@H](N(CCO)Cc2ccccc2)[C@H]1O,5.27,=
1857,None_CHEMBL2449538,CC(C)[C@H](C(=O)OC(C)(C)C)N(C)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,6.01,=
1858,None_CHEMBL2449539,CC(C)[C@@H]1CO[C@@H]2[C@@H](N1)c1cc(C#N)ccc1OC2(C)C,4.31,=
1859,None_CHEMBL2449540,COc1ccccc1N1CCN([C@H]2c3ccccc3N(C(=O)c3ccc(C)cc3)[C@H](C)[C@@H]2O)CC1,5.45,=
1860,None_CHEMBL2449541,CCN(CCO)[C@@H]1c2ccccc2N(C(=O)c2ccc(C)cc2)[C@H](C)[C@@H]1O,5.04,=
1861,None_CHEMBL2449542,Cc1ccc(C(=O)N2c3ccccc3[C@@H](N(CCO)Cc3ccccc3)[C@@H](O)[C@H]2C)cc1,5.86,=
1862,None_CHEMBL2449543,Cc1ccc(C(=O)N2c3ccccc3[C@H](NCc3ccccc3)[C@@H](O)[C@H]2C)cc1,5.49,=
1863,None_CHEMBL2449544,Cc1ccc(C(=O)N2c3ccccc3[C@H](N3CCN(Cc4ccccc4)CC3)[C@@H](O)[C@H]2C)cc1,6.37,=
1864,None_CHEMBL2449545,Cc1ccc(C(=O)N2c3ccccc3[C@@H](N3CCCC3)[C@@H](O)[C@H]2C)cc1,5.1,=
1865,None_CHEMBL2449546,Cc1ccc(C(=O)O[C@H]2[C@@H](C)Nc3ccccc3[C@H]2N2CCCC2)cc1,5.33,=
1866,None_CHEMBL2449547,CCN(CC)CCC[C@H](C)N[C@@H]1c2ccccc2N(C(=O)c2ccc(C)cc2)[C@H](C)[C@@H]1O,5.57,=
1867,None_CHEMBL2449548,CCN(CC)CCC[C@H](C)N[C@@H]1c2ccccc2N[C@H](C)[C@@H]1OC(=O)c1ccc(C)cc1,6.48,=
1868,None_CHEMBL2449549,CC(C)[C@H](N[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O)C(=O)OC(C)(C)C,5.75,=
1869,None_CHEMBL2449550,CCc1ccc(N2C(=O)c3ccccc3N[C@H]2c2ccc(OCC(C)C)cc2)cc1,5.92,=
1870,None_CHEMBL2449551,CCOc1ccc(N2C(=O)c3ccccc3N[C@H]2c2ccc(N(C)C)cc2)cc1,4.6,=
1871,None_CHEMBL2449552,COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(NC(C)=O)cc2)cc1,4.68,=
1872,None_CHEMBL2449553,COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(Oc3ccccc3)cc2)cc1,6.0,=
1873,None_CHEMBL2449554,CC[C@H](C)c1ccc(N2C(=O)c3ccccc3N[C@H]2c2ccc(OC)cc2)cc1,6.12,=
1874,None_CHEMBL2449555,CC[C@H](C)c1ccc(N2C(=O)c3ccccc3N[C@H]2c2ccc(C(C)C)cc2)cc1,6.54,=
1875,None_CHEMBL2449289,Cc1ccc(-c2n[nH]c3c2[C@@H](c2ccc(N(C)C)cc2)C(C#N)=C(N)O3)cc1,5.51,=
1876,None_CHEMBL2449557,CC(C)(C)c1ccc(N2C(=O)c3ccccc3N[C@H]2c2ccc3c(c2)OCO3)cc1,6.13,=
1877,None_CHEMBL2449558,CCOc1ccccc1NC(=O)C1=C(C)NC(=S)N[C@@H]1c1cccs1,5.06,=
1878,None_CHEMBL3092490,COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC,4.74,=
1879,None_CHEMBL2158551,Brc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,4.91,=
1880,None_CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,4.93,=
1881,None_CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,5.02,=
1882,None_CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,5.46,=
1883,None_CHEMBL3105705,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)N(CC(=O)c3ccc(OCc4ccccc4)c(OC)c3)C2=O)cc1OC,6.96,=
1884,None_CHEMBL3105238,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(CC(=O)c3ccc(OCc4ccccc4)c(OC)c3)C2=O)cc1OC,7.03,=
1885,None_CHEMBL3218370,CC(=O)OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](CNC(=O)c1ccc(C)c(C)c1)OC(C)=O,4.81,=
1886,None_CHEMBL3218370,CC(=O)OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](CNC(=O)c1ccc(C)c(C)c1)OC(C)=O,4.55,=
1887,None_CHEMBL3218368,CC(=O)OCC1OC(Sc2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,4.81,=
1888,None_CHEMBL3218368,CC(=O)OCC1OC(Sc2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,4.43,=
1889,None_CHEMBL3220345,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,6.62,=
1890,None_CHEMBL3220345,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.44,=
1891,None_CHEMBL3220345,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.68,=
1892,None_CHEMBL3220345,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.64,=
1893,None_CHEMBL3220343,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.39,=
1894,None_CHEMBL3220343,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,4.98,=
1895,None_CHEMBL3220343,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.11,=
1896,None_CHEMBL3220344,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.42,=
1897,None_CHEMBL3220344,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.58,=
1898,None_CHEMBL3220344,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.58,=
1899,None_CHEMBL3220346,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.96,=
1900,None_CHEMBL3220346,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.75,=
1901,None_CHEMBL3220346,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,5.85,=
1902,None_CHEMBL3220342,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,4.3,=
1903,None_CHEMBL3233218,COc1ccccc1C(=O)/C=C/c1c(C)cc(C)cc1C,5.07,=
1904,None_CHEMBL3233218,COc1ccccc1C(=O)/C=C/c1c(C)cc(C)cc1C,5.07,=
1905,None_CHEMBL3233219,COc1ccc(C(=O)/C=C/c2ccc(OC)c3ccccc23)cc1OC,5.56,=
1906,None_CHEMBL3233219,COc1ccc(C(=O)/C=C/c2ccc(OC)c3ccccc23)cc1OC,5.56,=
1907,None_CHEMBL3233220,COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(OC)c(OC)c1,5.86,=
1908,None_CHEMBL3233220,COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(OC)c(OC)c1,5.86,=
1909,None_CHEMBL3233491,COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(O)c(OC)c1,4.92,=
1910,None_CHEMBL3233491,COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(O)c(OC)c1,4.92,=
1911,None_CHEMBL3233492,COc1cc(C(=O)/C=C/c2ccccc2SC)cc(OC)c1OC,6.19,=
1912,None_CHEMBL3233492,COc1cc(C(=O)/C=C/c2ccccc2SC)cc(OC)c1OC,6.19,=
1913,None_CHEMBL3233493,COc1cc(C(=O)/C=C/C=C/c2ccccc2SC)cc(OC)c1OC,6.06,=
1914,None_CHEMBL3233493,COc1cc(C(=O)/C=C/C=C/c2ccccc2SC)cc(OC)c1OC,6.06,=
1915,None_CHEMBL2220507,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,6.89,=
1916,None_CHEMBL2220507,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,6.87,=
1917,None_CHEMBL3233494,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1ccc(N(C)C)cc1)C2,7.4,=
1918,None_CHEMBL3233494,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1ccc(N(C)C)cc1)C2,7.37,=
1919,None_CHEMBL3233495,COc1ccc2c(c1)CC/C(=C\c1ccc3ccccc3c1)C2=O,5.45,=
1920,None_CHEMBL3233495,COc1ccc2c(c1)CC/C(=C\c1ccc3ccccc3c1)C2=O,5.45,=
1921,None_CHEMBL3233496,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)CC2,6.85,=
1922,None_CHEMBL3233496,COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)CC2,6.84,=
1923,None_CHEMBL3233017,COc1ccc2c(c1)CC/C(=C\C=C\c1cc(OC)c(OC)c(OC)c1)C2=O,5.76,=
1924,None_CHEMBL3233017,COc1ccc2c(c1)CC/C(=C\C=C\c1cc(OC)c(OC)c(OC)c1)C2=O,5.76,=
1925,None_CHEMBL3233497,COc1ccc2c(c1)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)C2,5.94,=
1926,None_CHEMBL3233497,COc1ccc2c(c1)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)C2,5.94,=
1927,None_CHEMBL3233498,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)cc(OC)c1OC,5.58,=
1928,None_CHEMBL3233498,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)cc(OC)c1OC,5.58,=
1929,None_CHEMBL3233499,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)ccc1O,5.63,=
1930,None_CHEMBL3233499,COc1cc(/C=C/C=C2\Cc3ccc(OC)c(OC)c3C2=O)ccc1O,5.63,=
1931,None_CHEMBL3233500,COc1ccc2c(c1)C/C(=C\C=C\c1ccccc1OC)C2=O,5.41,=
1932,None_CHEMBL3233500,COc1ccc2c(c1)C/C(=C\C=C\c1ccccc1OC)C2=O,5.41,=
1933,None_CHEMBL3233502,COc1ccc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)c2)cc1OC,6.85,=
1934,None_CHEMBL3233502,COc1ccc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3ccc(OC)c(OC)c3)c2)cc1OC,6.86,=
1935,None_CHEMBL3233503,COc1cc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,6.92,=
1936,None_CHEMBL3233503,COc1cc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,6.92,=
1937,None_CHEMBL3233504,COc1cc(/C=C/C(=O)c2cccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,6.85,=
1938,None_CHEMBL3233504,COc1cc(/C=C/C(=O)c2cccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,6.86,=
1939,None_CHEMBL3233505,COc1cc(/C=C/C=C/C(=O)c2cccc(C(=O)/C=C/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,7.22,=
1940,None_CHEMBL3233505,COc1cc(/C=C/C=C/C(=O)c2cccc(C(=O)/C=C/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,7.24,=
1941,None_CHEMBL3233506,COC(=O)C1=C(O)/C(=C/C=C/c2ccccc2OC)CCC1,4.69,=
1942,None_CHEMBL3233506,COC(=O)C1=C(O)/C(=C/C=C/c2ccccc2OC)CCC1,4.69,=
1943,None_CHEMBL3237950,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1,5.51,=
1944,None_CHEMBL3237951,COc1ccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)cc1OC,5.68,=
1945,None_CHEMBL3233062,COc1cccc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)c1OC,6.52,=
1946,None_CHEMBL3237952,COc1cccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)c1OC,5.5,=
1947,None_CHEMBL3237953,COc1ccc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc1OC,6.05,=
1948,None_CHEMBL3237954,COc1cc(CCc2ccccc2OCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,8.15,=
1949,None_CHEMBL3237955,COc1cc(COc2ccccc2CCc2cc(OC)c(OC)c(OC)c2)cc(OC)c1,5.89,=
1950,None_CHEMBL3237956,COc1cccc(CCc2ccccc2OCc2ncccn2)c1,4.49,=
1951,None_CHEMBL3237960,COc1cccc(CCc2ccccc2NCc2ccncc2)c1,4.94,=
1952,None_CHEMBL3237961,COc1cccc(CCc2ccccc2NC(=O)c2cccc(OC)c2)c1,4.96,=
1953,None_CHEMBL3237962,COc1cccc(CCc2ccccc2NC(=O)c2cccnc2)c1,4.36,=
1954,None_CHEMBL3263820,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)C(C)C)n1,5.82,=
1955,None_CHEMBL3263820,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)C(C)C)n1,5.82,=
1956,None_CHEMBL3263821,COc1ccc(C(C)NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc1,5.7,=
1957,None_CHEMBL3263822,COc1ccc(CNC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,5.7,=
1958,None_CHEMBL3263827,COc1ccc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)c(OC)c1,5.6,=
1959,None_CHEMBL3263828,COc1cc(NC(=O)c2csc([C@@H](NC(=O)c3csc([C@@H](NC(=O)OC(C)(C)C)C(C)C)n3)C(C)C)n2)cc(OC)c1OC,5.19,=
1960,None_CHEMBL3263829,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3ccc(OC)c(OC)c3)C(C)C)n2)C(C)C)n1,4.8,=
1961,None_CHEMBL3263842,COc1cc(C(=O)N[C@H](c2nc(C(=O)Nc3ccccc3C(=O)c3ccccc3)cs2)C(C)C)cc(OC)c1OC,6.0,=
1962,None_CHEMBL3263842,COc1cc(C(=O)N[C@H](c2nc(C(=O)Nc3ccccc3C(=O)c3ccccc3)cs2)C(C)C)cc(OC)c1OC,6.14,=
1963,None_CHEMBL3263842,COc1cc(C(=O)N[C@H](c2nc(C(=O)Nc3ccccc3C(=O)c3ccccc3)cs2)C(C)C)cc(OC)c1OC,7.57,=
1964,None_CHEMBL3263844,CC(C)[C@@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)c2csc1n2,5.82,=
1965,None_CHEMBL3288586,CCN(CC)c1ccc(Cc2c(Cc3ccc(OC)c(OC)c3)nc(NC(=O)c3cc(OC)c(OC)c(OC)c3)n2C)cc1,6.67,=
1966,None_CHEMBL3288595,CCN(CC)c1ccc(Cc2c(Cc3ccc(OC)c(OC)c3)nc(N(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)n2C)cc1,6.68,=
1967,ALISPORIVIR_CHEMBL1651956,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,6.23,=
1968,None_CHEMBL3344501,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]([C@@H](C)CN2CCN(CCOC)CC2)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5.2,=
1969,None_CHEMBL3352989,COc1cccc(-c2ccccc2CCN2CCc3cc(OC)c(OC)cc3C2)c1,7.16,=
1970,None_CHEMBL3352988,COc1cc2c(cc1OC)CN(CCc1ccccc1-c1cccc(O)c1)CC2,6.64,=
1971,None_CHEMBL3352973,COc1ccc(-c2ccc3c(c2)C=C(CC(=O)N2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,5.24,=
1972,None_CHEMBL3352987,COc1ccc(-c2ccc3c(c2)C=C(CCN2CCc4cc(OC)c(OC)cc4C2)CO3)cc1,5.92,=
1973,None_CHEMBL3352986,COc1ccc(-c2ccc(OCCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,8.4,=
1974,None_CHEMBL3352984,COc1ccc(-c2ccc(NCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,5.75,=
1975,None_CHEMBL3352983,COc1ccc(-c2ccc(OCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,6.03,=
1976,None_CHEMBL3352982,COc1ccc(-c2ccc(OCCCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,5.89,=
1977,None_CHEMBL3352981,COc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(F)cc3)cc1)CC2,5.31,=
1978,None_CHEMBL3352980,COc1cc2c(cc1OC)CN(CCc1ccc(-c3ccc(F)cc3)cc1)CC2,5.7,=
1979,None_CHEMBL3352979,COc1ccc(-c2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,6.24,=
1980,None_CHEMBL3352978,COc1ccc(-c2ccc(CC(=O)N3CCc4cc(OC)c(OC)cc4C3)cc2)cc1,6.1,=
1981,None_CHEMBL3352977,COc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(O)cc3)o1)CC2,5.09,=
1982,None_CHEMBL3352976,COc1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)o2)cc1,5.37,=
1983,None_CHEMBL3352975,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(O)cc3)o1)CC2,5.19,=
1984,None_CHEMBL3352974,COc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)cc1,6.04,=
1985,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.96,=
1986,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,6.21,=
1987,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.92,=
1988,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,6.5,=
1989,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.29,=
1990,None_CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,6.77,=
1991,None_CHEMBL3339300,COc1cc(/C=C/C(=O)OCCCCCN(C)CCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.52,=
1992,None_CHEMBL3339300,COc1cc(/C=C/C(=O)OCCCCCN(C)CCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,6.52,=
1993,None_CHEMBL3339300,COc1cc(/C=C/C(=O)OCCCCCN(C)CCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.4,=
1994,None_CHEMBL3339300,COc1cc(/C=C/C(=O)OCCCCCN(C)CCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.22,=
