,chembl,smile,pAct,relationship
1083,None_CHEMBL4168440,CSc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,9.22,=
1084,None_CHEMBL4168440,CSc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,5.83,=
1085,None_CHEMBL4161193,CSc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1,7.05,=
1086,None_CHEMBL4161193,CSc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1,6.09,=
1087,None_CHEMBL4171799,Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.55,=
1088,None_CHEMBL4169523,CN(C)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.66,=
1089,None_CHEMBL4169523,CN(C)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.75,=
1090,None_CHEMBL4161606,CCN(CC)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.64,=
1091,None_CHEMBL4161606,CCN(CC)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,7.08,=
1092,None_CHEMBL4172917,CC(=O)Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.9,=
1093,None_CHEMBL4172917,CC(=O)Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.6,=
1094,None_CHEMBL4165025,O=[N+]([O-])c1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)c1,4.97,=
1095,None_CHEMBL4159429,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1C(F)(F)F,4.79,=
1096,None_CHEMBL4167647,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(I)cc3)c3ccccc3n2)c1,5.75,=
1097,None_CHEMBL4171726,O=[N+]([O-])c1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1,6.78,=
1098,None_CHEMBL4171705,N#Cc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,6.47,=
1099,None_CHEMBL4163316,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,6.97,=
1100,None_CHEMBL4163316,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,6.97,=
1101,None_CHEMBL4163316,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,6.62,=
1102,None_CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,7.06,=
1103,None_CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,7.06,=
1104,None_CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,6.59,=
1105,None_CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,5.51,=
1106,None_CHEMBL4176113,COc1ccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)cc1O,6.53,=
1107,None_CHEMBL4172857,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)c1,6.65,=
1108,None_CHEMBL4172857,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)c1,7.72,=
1109,None_CHEMBL4172857,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)c1,5.84,=
1110,None_CHEMBL4159527,COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1,6.19,=
1111,None_CHEMBL4159527,COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1,5.97,=
1112,None_CHEMBL4176228,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)c1,6.86,=
1113,None_CHEMBL4176228,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)c1,6.87,=
1114,None_CHEMBL4176228,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)c1,8.4,=
1115,None_CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,7.17,=
1116,None_CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,7.18,=
1117,None_CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,8.22,=
1118,None_CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,4.62,=
1119,None_CHEMBL4160887,COc1cccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)c1,6.54,=
1120,None_CHEMBL4160887,COc1cccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)c1,7.85,=
1121,None_CHEMBL4164535,COc1cccc(-c2nc(Nc3ccc(F)c([N+](=O)[O-])c3)c3ccccc3n2)c1,5.92,=
1122,None_CHEMBL4175165,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)c1,6.45,=
1123,None_CHEMBL4175165,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)c1,6.24,=
1124,None_CHEMBL4161119,COc1cccc(-c2nc(Nc3cccc(F)c3)c3ccccc3n2)c1,5.79,=
1125,None_CHEMBL4161421,COc1cccc(Nc2nc(-c3cccc(OC)c3)nc3ccccc23)c1,6.09,=
1126,None_CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,6.32,=
1127,None_CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,6.32,=
1128,None_CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,8.4,=
1129,None_CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,4.96,=
1130,None_CHEMBL4163405,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1,6.74,=
1131,None_CHEMBL4167968,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1,5.67,=
1132,None_CHEMBL4160041,COc1ccc(-c2nc(Nc3cccc(OC)c3)c3ccccc3n2)cc1,5.67,=
1133,None_CHEMBL4159635,COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,6.38,=
1134,None_CHEMBL4159635,COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,8.92,=
1135,None_CHEMBL4159635,COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,5.83,=
1136,None_CHEMBL4165009,COc1ccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,6.21,=
1137,None_CHEMBL4172203,COc1ccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,6.52,=
1138,None_CHEMBL4172203,COc1ccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,7.96,=
1139,None_CHEMBL4163917,COc1ccc(-c2nc(Nc3ccc(OC)c(C(F)(F)F)c3)c3ccccc3n2)cc1OC,6.1,=
1140,None_CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,6.44,=
1141,None_CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,6.36,=
1142,None_CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,7.92,=
1143,None_CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,5.42,=
1144,None_CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,7.32,=
1145,None_CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,7.81,=
1146,None_CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,8.01,=
1147,None_CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,8.4,=
1148,None_CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,5.61,=
1149,None_CHEMBL4168425,COc1ccc(-c2nc(Nc3cccc(F)c3)c3ccccc3n2)cc1OC,6.33,=
1150,None_CHEMBL4161988,COc1ccc(-c2nc(Nc3cccc(S(=O)(=O)F)c3)c3ccccc3n2)cc1OC,6.24,=
1151,None_CHEMBL4159327,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccccc3)c2c1,6.97,=
1152,None_CHEMBL4170623,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(O)c3)c2c1,7.18,=
1153,None_CHEMBL4162699,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c(O)c3)c2c1,6.92,=
1154,None_CHEMBL4160408,COc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,7.48,=
1155,None_CHEMBL4171017,COc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1OC,7.43,=
1156,None_CHEMBL4171017,COc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1OC,7.2,=
1157,None_CHEMBL4163784,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,7.32,=
1158,None_CHEMBL4163784,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,6.49,=
1159,None_CHEMBL4174458,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1,7.32,=
1160,None_CHEMBL4174458,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1,7.54,=
1161,None_CHEMBL4172063,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(F)c3)c2c1,7.29,=
1162,None_CHEMBL4171155,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccnc4)cc23)c1,5.98,=
1163,None_CHEMBL4161772,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,5.79,=
1164,None_CHEMBL4172412,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)c1,5.94,=
1165,None_CHEMBL4165209,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(/N=C(\C)OC(C)=O)cc23)c1,5.28,=
1166,None_CHEMBL4167361,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc(N)cc23)c1,6.08,=
1167,None_CHEMBL4167361,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc(N)cc23)c1,5.91,=
1168,None_CHEMBL4173540,Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,6.1,=
1169,None_CHEMBL4165609,Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,6.14,=
1170,None_CHEMBL4176905,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)cc1,6.19,=
1171,None_CHEMBL4169043,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)c1,6.43,=
1172,None_CHEMBL4164845,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cc([N+](=O)[O-])ccc3n2)cc1OC,7.24,=
1173,None_CHEMBL4172752,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1,7.63,=
1174,None_CHEMBL4172752,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1,7.29,=
1175,None_CHEMBL4172752,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1,7.71,=
1176,None_CHEMBL4163310,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cc([N+](=O)[O-])ccc3n2)c1,7.56,=
1177,None_CHEMBL4163310,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cc([N+](=O)[O-])ccc3n2)c1,8.0,=
1178,None_CHEMBL4171213,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,7.35,=
1179,None_CHEMBL4166754,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,7.48,=
1180,None_CHEMBL4166754,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,7.24,=
1181,None_CHEMBL4174654,O=[N+]([O-])c1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)cc1,7.21,=
1182,None_CHEMBL4175064,O=[N+]([O-])c1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,7.18,=
1183,None_CHEMBL4164420,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(F)c3)c2c1,7.35,=
1184,None_CHEMBL4159937,CSc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,7.0,=
1185,None_CHEMBL4167856,COc1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)cc1OC,7.52,=
1186,None_CHEMBL4168022,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,7.56,=
1187,None_CHEMBL4168022,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,7.66,=
1188,None_CHEMBL4167604,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,7.22,=
1189,None_CHEMBL4167604,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,7.32,=
1190,None_CHEMBL4159686,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)c1,7.2,=
1191,None_CHEMBL4159686,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)c1,7.32,=
1192,None_CHEMBL4164155,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,7.12,=
1193,None_CHEMBL4164155,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,7.15,=
1194,None_CHEMBL4164155,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,6.95,=
1195,None_CHEMBL4174809,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)cc1,7.24,=
1196,None_CHEMBL4174412,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)c1,7.33,=
1197,None_CHEMBL4174412,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)c1,6.16,=
1198,None_CHEMBL4166495,O=C(O)c1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,6.04,=
1199,None_CHEMBL4170981,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,7.1,=
1200,None_CHEMBL4163063,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,7.43,=
1201,None_CHEMBL4163063,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,7.47,=
1202,None_CHEMBL4164189,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(C(F)(F)F)c3)c2c1,7.31,=
1203,None_CHEMBL4175885,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,7.23,=
1204,None_CHEMBL4210872,COc1ccc(-c2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)o2)cc1,7.05,=
1205,None_CHEMBL4215827,COc1ccc(C(=O)Nc2ccccc2-c2nnc(-c3ccc(OC)cc3)o2)cc1,6.36,=
1206,None_CHEMBL2170116,O=C(Nc1ccccc1-c1nnc(-c2ccccc2)o1)c1ccccc1,6.95,=
1207,None_CHEMBL4211389,COc1ccc(-c2cn(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)nn2)cc1,6.12,=
1208,None_CHEMBL4203097,COc1ccc(C(=O)Nc2ccccc2-n2cc(-c3ccc(OC)cc3)nn2)cc1,5.63,=
1209,None_CHEMBL4202725,O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1,4.82,=
1210,None_CHEMBL4215290,COc1ccc(-n2nnc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)n2)cc1,4.73,=
1211,None_CHEMBL4203623,COc1ccc(-n2nnc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)n2)cc1,4.4,=
1212,None_CHEMBL4218158,COc1ccc(-n2nnc(-c3ccccc3-n3nnc(-c4ccc(C(F)(F)F)cc4)n3)n2)cc1,4.8,=
1213,None_CHEMBL4213221,COc1ccc(-n2nnc(-c3ccccc3NS(=O)(=O)c3ccc(OC)cc3)n2)cc1,5.12,=
1214,None_CHEMBL4205927,c1ccc(-c2ccccc2-c2nnn(-c3ccccc3)n2)cc1,5.08,=
1215,None_CHEMBL4217634,COc1ccc(-n2nnc(-c3ccccc3NC(C)=O)n2)cc1,5.49,=
1216,None_CHEMBL4210290,CC(=O)Nc1ccccc1-c1nnn(-c2ccccc2)n1,5.16,=
1217,None_CHEMBL4205396,COc1ccc(-n2nnc(-c3ccccc3NC(=O)C3CCCCC3)n2)cc1,6.25,=
1218,None_CHEMBL4214686,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C1CCCCC1,6.54,=
1219,None_CHEMBL4209777,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C12CC3CC(CC(C3)C1)C2,5.97,=
1220,None_CHEMBL4202490,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc4ccccc34)n2)cc1,6.57,=
1221,None_CHEMBL4214177,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc2ccccc12,6.37,=
1222,None_CHEMBL4203060,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cnc4ccccc4c3)n2)cc1,6.64,=
1223,None_CHEMBL4207943,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cnc2ccccc2c1,6.75,=
1224,None_CHEMBL4207415,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccncc1,6.54,=
1225,None_CHEMBL4212309,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccnc1,6.35,=
1226,None_CHEMBL4210844,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccn1,6.13,=
1227,None_CHEMBL4215789,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1,6.46,=
1228,None_CHEMBL4215260,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccs1,6.57,=
1229,None_CHEMBL4203580,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc2c(c1)OCO2,6.59,=
1230,None_CHEMBL4204010,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc2c(c1)OCCO2,6.72,=
1231,None_CHEMBL4205357,COc1ccc(-n2nnc(-c3cc(OC)ccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,6.89,=
1232,None_CHEMBL4205898,COc1ccc(-n2nnc(-c3cc(OC)ccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,7.11,=
1233,None_CHEMBL4217602,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cn1,6.89,=
1234,None_CHEMBL4202709,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)nc3)n2)cc1,7.21,=
1235,None_CHEMBL4206410,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3)n2)cn1,6.99,=
1236,None_CHEMBL4204938,COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,5.39,=
1237,None_CHEMBL4206326,COCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,5.67,=
1238,None_CHEMBL4202610,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,5.55,=
1239,None_CHEMBL4213215,COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,6.06,=
1240,None_CHEMBL4209477,COCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,5.81,=
1241,None_CHEMBL4203520,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,5.57,=
1242,None_CHEMBL4216382,COc1cc2c(cc1OC)CN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)CC2,5.17,=
1243,None_CHEMBL4210356,COCCOc1cc2c(cc1OC)CCN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)C2,4.84,=
1244,None_CHEMBL4206629,COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)C2,5.95,=
1245,None_CHEMBL4215970,COc1cc2c(cc1OC)CN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)CC2,5.06,=
1246,None_CHEMBL4204291,COCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2,4.63,=
1247,None_CHEMBL4208261,COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2,5.18,=
1248,None_CHEMBL4216590,COc1cc(OC)c(C(=O)/C=C/c2ccc3nccnc3c2)cc1OC,5.85,=
1249,None_CHEMBL1946989,COc1cc(OC)c(C(=O)/C=C/c2ccc3c(c2)OCO3)cc1OC,6.03,=
1250,None_CHEMBL4209672,COc1ccc(/C=C/C(=O)c2ccccc2NC(=O)c2cccs2)cc1OC,6.3,=
